company_name,location,job_title,job_description,rating,employer_estimate,min_salary,max_salary,avg_salary,Size,Founded,Type,Industry,Sector,Revenue,skills,age,seniority,job_simp
Procter & Gamble,Mumbai,senior manager – sap security governance risk and compliance management,"The Senior Manager’s role will ensure that the SAP Security Strategy and Risk and Compliance Management frameworks are always up-to-date, new threats are……
Skills: SAP, SOX, Analysis skills, SAP S/4HANA, RMF",4.1,0,400000,700000,550000.0,10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)," SAP, SOX, Analysis skills, SAP S/4HANA, RMF",187.0,2.0,manager
S&P Global,Gurgaon,apprentice – data analyst,"We are responsible for assuring that data impacts are evaluate, understood, and communicated across all teams so that business continuity is maintained.…
Skills: Business intelligence, Relational databases, Tableau, Databases, SQL",4.1,0,500000,700000,600000.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," Business intelligence, Relational databases, Tableau, Databases, SQL",164.0,0.0,analyst
Oracuz Infotech Pvt Ltd,Remote,data science intern,"You will be assigned with module projects and tasks during the internship and on the basis of performance and availability of vacancies you will be hired.…
Skills: Web development, Machine learning, Data science",,1,5000,5000,5000.0,,,,,,," Web development, Machine learning, Data science",,0.0,data scientist
Optum,Bengaluru,manager data scientist,"As an Associate Manager, you will play a critical role in driving the success of our Data Science projects, leading a team of data scientists, and delivering……
Skills: TensorFlow, Big data, SQL, Analysis skills, Machine learning",,0,1000000,1000000,1000000.0,,,,,,," TensorFlow, Big data, SQL, Analysis skills, Machine learning",,2.0,manager data scientist
ITI Data,Chennai,aws glue data engineer,"Require Financial Services industry experience. This is a high visibility, fast-paced key initiative will integrate data across internal and external sources,……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",4.2,0,200000,900000,550000.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Oracle, XML, Spark, NoSQL, MongoDB",25.0,1.0,data engineer
Adobe,Bengaluru,senior computer scientist,"As a key member of the team you will be expected to design, build, test and deploy stable, scalable and simple solutions.…
Skills: TensorFlow, Image processing, Azure, Kubernetes, Computer vision",4.2,1,1200000,1600000,1400000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," TensorFlow, Image processing, Azure, Kubernetes, Computer vision",42.0,2.0,other
Ananta Consulting Group,India,software engineer vadodara,"· Stay up to date on latest technology and leverage those technologies to enhance the current systems and process to make them more efficient.…
Skills: FTP, Azure, React, NFS, Web development",,0,900000,1000000,950000.0,,,,,,," FTP, Azure, React, NFS, Web development",,1.0,software developer
S&P Global,Bengaluru,apprentice data science,"Knowledge of data science and data transformation processes. Flexible Downtime: Generous time off helps keep you energized for your time on.…
Skills: SQL, Analysis skills, Data science, Data visualization, Communication skills",4.1,1,15000,20000,17500.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," SQL, Analysis skills, Data science, Data visualization, Communication skills",164.0,0.0,data scientist
Wisdom college for creativity & design,Ghaziabad,data science trainee,"Acquire data from primary or secondary data sources and maintain databases/data systems. Use statistical methods to analyze data and generate useful business……
Skills: SQL, Data science, AI, Python",,1,10000,16000,13000.0,,,,,,," SQL, Data science, AI, Python",,0.0,data scientist
Medtek.AI,Noida,data science intern,"Ability to work in cross-functional, multi-cultural and international clinical trial teams. Performing data manipulation, analysis, and reporting of clinical……
Skills: Statistics, Oracle, SAS, R, Tableau",3.2,0,300000,1000000,650000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Statistics, Oracle, SAS, R, Tableau",,0.0,data scientist
Lincode,Remote,data science intern,"Collaborate with cross-functional teams to integrate computer vision solutions into products. Assist in the development and implementation of computer vision……
Skills: TensorFlow, Image processing, Azure, Computer vision, Google Cloud Platform",3.2,0,300000,800000,550000.0,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)," TensorFlow, Image processing, Azure, Computer vision, Google Cloud Platform",7.0,0.0,data scientist
Boston Consulting Group,Gurgaon,ai engineer india  bcg x,"1-3 years of relevant work experience in data science, machine learning, artificial intelligence, or big data. Knowledge of API frameworks Django, Flask etc.…
Skills: Azure, Big data, Spark, R, Java",4.2,0,600000,900000,750000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Big data, Spark, R, Java",61.0,1.0,ai engineer
Alignerr,Remote,coders  ai training freelance remote in,"As an AI Tutor - Coding, you'll play a critical role in shaping the future of AI. Proficiency working with any of the the following (in addition to the……
Skills: MATLAB, Rust, Go, C#, R",,1,10000,10000,10000.0,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable," MATLAB, Rust, Go, C#, R",,1.0,intern
Boston Consulting Group,Gurgaon,data scientist india  bcg x,"As a Data Scientist at BCG, you will collaborate on challenging projects to increasing your understanding of complex business problems from diverse perspectives……
Skills: Image processing, Azure, Big data, R, Google Cloud Platform",4.2,0,400000,1000000,700000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Image processing, Azure, Big data, R, Google Cloud Platform",61.0,1.0,data scientist
Optum,Haryāna,sr aiml engineer,"Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,……
Skills: Presentation skills, Machine learning, Deep learning, Natural language processing, Data science",,0,1000000,1000000,1000000.0,,,,,,," Presentation skills, Machine learning, Deep learning, Natural language processing, Data science",,2.0,machine learning engineer
RELX,Gurgaon,data research analyst,"Working flexible hours - flexing the times when you work in the day to help you fit everything in and work when you are the most productive.…
Skills: Research, Analysis skills, Data science, Communication skills",4.1,0,200000,1000000,600000.0,10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)," Research, Analysis skills, Data science, Communication skills",144.0,1.0,analyst
Imurgence,India,junior data science team member,"Alternatively, an extraordinary curiosity about business and industry. Discuss, brainstorm on new modules with the senior team, write business logic with……
Skills: Statistics, Microsoft Excel, Data mining, R, SQL",4.0,0,300000,900000,600000.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable," Statistics, Microsoft Excel, Data mining, R, SQL",,0.0,data scientist
GeoTechnosoft,Noida,pythondata science intern  patnaonsite,"Assist our data scientists with tasks like data analysis, machine learning exploration, and creating insightful reports.…
Skills: Power BI, Data structures, SQL, Machine learning, Data science",,0,500000,900000,700000.0,,,,,,," Power BI, Data structures, SQL, Machine learning, Data science",,0.0,data scientist
A Plus Topper,Remote,data science internship,"Support the development of data-driven solutions to optimize processes. Research and experiment with new tools and techniques in data science.…
Skills: CSS, SQL, Statistical analysis, Database management, Machine learning",4.3,0,500000,1000000,750000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," CSS, SQL, Statistical analysis, Database management, Machine learning",,0.0,data scientist
Nest Software Private Limited,India,data science ai internship,"Assist in the design, development, and deployment of AI-driven applications and solutions. Stay updated with the latest trends and advancements in data science……
Skills: Azure, Big data, Spark, Google Cloud Platform, SQL",1.9,0,500000,500000,500000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Azure, Big data, Spark, Google Cloud Platform, SQL",,0.0,data scientist
Boston Consulting Group,Mumbai,data architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",4.2,0,85000,900000,492500.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Cloud architecture, PCI, Kubernetes, Big data",61.0,1.0,data architect
Boston Consulting Group,Bengaluru,data engineer  x delivery,"You will collaborate closely with cross-functional teams, including data scientists, analysts, and business stakeholders, to deliver high-quality data solutions……
Skills: Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",4.2,0,500000,900000,700000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",61.0,1.0,data engineer
ONLEI Technologies,Remote,data science trainer,"As a Data Science & Analytics trainer, you will be responsible for training college students , freshers and Professionals . We are looking to hire a Data……
Skills: Data science",5.0,0,400000,900000,650000.0,201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable, Data science,,1.0,data scientist
Adobe,Noida,computer scientist ii,"If you are applying for a role outside of your current country, ensure you review the International Resources for Relocating Employees on Inside Adobe,……
Skills: Azure, Data structures, Adobe Creative Suite, Application development, AWS",4.2,1,2500000,4000000,3250000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Azure, Data structures, Adobe Creative Suite, Application development, AWS",42.0,1.0,other
Dun & Bradstreet,Mumbai,data science  intern,"Demonstrated problem-solving abilities and a passion for working with big data. Perform statistical analysis, identify data anomalies, and summarize data……
Skills: Microsoft Powerpoint, Computer science, Power BI, Microsoft Excel, Big data",3.9,0,700000,1000000,850000.0,5001 to 10000 Employees,1841,Company - Public,Business consulting,Management and consulting,$2 to $5 billion (USD)," Microsoft Powerpoint, Computer science, Power BI, Microsoft Excel, Big data",183.0,0.0,data scientist
Sagility,Bengaluru,data science,"Machine learning (Regression, Classification models etc) - intermediate. Computer Vision & NLP - optional but will have added advantage.…
Skills: Image processing, R, English, SQL, Machine learning",3.4,0,400000,600000,500000.0,10000+ Employees,2022,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Image processing, R, English, SQL, Machine learning",2.0,1.0,data scientist
Boston Consulting Group,Bengaluru,data analyst optimization india  x delivery,"You will collaborate with case teams to gather requirements, specify, design, develop, deliver and support analytic solutions serving client needs.…
Skills: Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",4.2,0,200000,500000,350000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",61.0,1.0,analyst
Boston Consulting Group,Gurgaon,data analyst predictive india x delivery,"Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,1,8000,25000,16500.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0,1.0,analyst
Boston Consulting Group,Delhi,global it qa software engineer senior manager – gen ai llm,"Knowledge of industry standards and best practices in AI/LLM quality engineering. You will collaborate with cross-functional teams including data scientists,……
Skills: Software deployment, Information security, Java, Analysis skills, Project management",4.2,1,10000,18000,14000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Software deployment, Information security, Java, Analysis skills, Project management",61.0,2.0,nlp engineer
NatWest Digital X,Gurgaon,data science lead,"You’ll also understand the complex requirements and needs of business stakeholders along with developing strong relationships, forming hypotheses and……
Skills: Procurement, R, Machine learning, Agile, Financial services",4.0,0,600000,800000,700000.0,10000+ Employees,1727,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Procurement, R, Machine learning, Agile, Financial services",297.0,2.0,data scientist
Atlassian,Bengaluru,software engineer data science,"You'll be responsible for the design, build and maintenance of tools that enable our Support Engineers and related teams to be more effective and efficient at……
Skills: Software deployment, Microservices, SQL, Docker, Machine learning",3.8,0,400000,1000000,700000.0,5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable," Software deployment, Microservices, SQL, Docker, Machine learning",22.0,1.0,data scientist
ANZ Banking Group,Bengaluru,data scientist,"Initiate, design and implement innovative capabilities in the field of data science and data analytics. As a Data Scientist, you are accountable for developing ……
Skills: Software deployment, SQL, Presentation skills, Machine learning, Data management",4.0,0,300000,800000,550000.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," Software deployment, SQL, Presentation skills, Machine learning, Data management",189.0,1.0,data scientist
ANZ Banking Group,Bengaluru,data engineer,"4+ years of industry experience in data and/or software engineering, data science, business intelligence, or related fields.…
Skills: CI/CD, Data modeling, Rust, Go, Business intelligence",4.0,0,800000,900000,850000.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," CI/CD, Data modeling, Rust, Go, Business intelligence",189.0,1.0,data engineer
C2Perform India,Delhi,director of development operations,"The role is dedicated to transforming the way business functions interact with technology; therefore, you will serve as a visionary leader and advisor to our……
Skills: Data modeling, Cloud architecture, Node.js, CSS, React",,1,2500000,3600000,3050000.0,,,,,,," Data modeling, Cloud architecture, Node.js, CSS, React",,2.0,director
Boston Consulting Group,Bengaluru,data  analytics lead client ops india  x delivery,"This global business unit is an integral part of BCG’s strategy to develop new digital client service offerings in order to deliver superior value and sustained……
Skills: Microsoft Powerpoint, Statistics, Computer science, Power BI, Microsoft Access",4.2,1,500000,1700000,1100000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Computer science, Power BI, Microsoft Access",61.0,2.0,analyst
Publicis Groupe,Gurgaon,associate data analytics,"The platform is an integral part of media ways of working to ensure consistency in across markets and requires ongoing central management from an ambitious……
Skills: Google AdWords, Analysis skills, Project management, Data management, Data entry",3.8,1,10000,30000,20000.0,10000+ Employees,1926,Company - Public,Advertising & Public Relations,Media and communication,$5 to $10 billion (USD)," Google AdWords, Analysis skills, Project management, Data management, Data entry",98.0,1.0,analyst
BigSpire Software,India,associate data analytics  freshers,"Skill Sets: Should have a good communication skills, knowledge in Hadoop, MapReduce concepts and analytical skills Qualifications: Bachelor or Master degree……
Skills: Analysis skills, Communication skills, Hadoop",3.9,0,500000,900000,700000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Analysis skills, Communication skills, Hadoop",,0.0,analyst
Ignitho,Chennai,associate  data science ml,"Bachelor’s degree in computer science, Statistics, Mathematics, or related field; master’s degree preferred. Work on LLM/Gen AI based applications.…
Skills: Machine learning, Natural language processing, Data science, AI, Communication skills",4.3,1,300000,600000,450000.0,51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Machine learning, Natural language processing, Data science, AI, Communication skills",8.0,1.0,data scientist
LeadsRank LLP,Chandigarh,data science intern  chandigarh,"Ability to work with large data sets using Python. Have a strong background in Python programming, MySQL, Linux, and Machine Learning.…
Skills: TensorFlow, Machine learning, Natural language processing, Cloud computing, Linux",,1,30000,80000,55000.0,,,,,,," TensorFlow, Machine learning, Natural language processing, Cloud computing, Linux",,0.0,data scientist
JPMorgan Chase & Co,India,data science  machine learning  associate,"Identify key data sources that can make business impacts. Proficient in Visualization and story telling which can make an impact to the business .…
Skills: Statistics, Performance tuning, Data modeling, Alteryx, Data analysis skills",4.0,0,-1,-1,-1.0,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Statistics, Performance tuning, Data modeling, Alteryx, Data analysis skills",225.0,1.0,data scientist
Wahy Lab Solutions,Cochin,data science intern,"we are hiring Data Science Interns , qualification : any , freshers can Apply Job Types: Full-time, Permanent, Fresher Schedule: * Monday to Friday Work……
Skills: Data science",3.5,0,-1,-1,-1.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable, Data science,,0.0,data scientist
S&P Global,Hyderābād,senior mlops engineer,"In this role, you will play a pivotal role in implementing our machine learning operations, ensuring the seamless deployment, monitoring, and management of our……
Skills: CI/CD, Elasticsearch, Big data, NoSQL, Git",4.1,0,-1,-1,-1.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," CI/CD, Elasticsearch, Big data, NoSQL, Git",164.0,2.0,machine learning engineer
Infosys,Bengaluru,data science,"Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning &……
Skills: R, SQL, Project management, Machine learning, Natural language processing",3.7,0,-1,-1,-1.0,10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)," R, SQL, Project management, Machine learning, Natural language processing",43.0,1.0,data scientist
Innovecture,Pune,junior data scientist,"O Maintain and optimize data storage solutions, ensuring data integrity and accessibility. O Ensure data is collected, transformed, and loaded efficiently from……
Skills: Power BI, Azure, Big data, Spark, R",4.6,0,-1,-1,-1.0,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)," Power BI, Azure, Big data, Spark, R",17.0,0.0,data scientist
EVOLVE ROBOTICS,India,data science trainee,"Responsibilities: Direct responsibility for all the training activities conducted under each area (regular training program, campus program, student projects).…
Skills: R, SQL, AWS, Machine learning, Natural language processing",,0,-1,-1,-1.0,,,,,,," R, SQL, AWS, Machine learning, Natural language processing",,0.0,data scientist
Foundry- Internships,Bengaluru,data science intern,"Based on their interests and our business needs, interns will be placed in roles that best suit them. Thorough grasp of computer science principles.…
Skills: Computer science, C#, .NET, Analysis skills, Math",,0,-1,-1,-1.0,,,,,,," Computer science, C#, .NET, Analysis skills, Math",,0.0,data scientist
Diverse Infotech,Gurgaon,data science analytics,"Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+……
Skills: Data science",4.0,0,-1,-1,-1.0,1 to 50 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable, Data science,16.0,1.0,data scientist
Boston Consulting Group,Delhi,global it data solution architect senior manager,"Collaborate with Enterprise Architects and other Solution Architects and engineers to architect and design technical solutions that are aligned with enterprise……
Skills: Azure, Application development, AWS, Data management, APIs",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Application development, AWS, Data management, APIs",61.0,2.0,manager
BOEING,Bengaluru,lead data scientist,"Bachelor’s degree or higher in computer science or other closely related fields. Exhibits confidence and an extensive knowledge of emerging industry practices……
Skills: MATLAB, Big data, Mobile applications, Business analysis, System design",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," MATLAB, Big data, Mobile applications, Business analysis, System design",108.0,2.0,data scientist
SatSure Analytics India,Bengaluru,data science intern,"To perform exploratory data analysis to understand datasets, identify patterns, and prepare data for model training.…
Skills: TensorFlow, Image processing, Computer vision, Analysis skills, Machine learning",4.1,0,-1,-1,-1.0,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable," TensorFlow, Image processing, Computer vision, Analysis skills, Machine learning",7.0,0.0,data scientist
Excellent Opportunity,Remote,python data scientistanalyst,"You'll be interacting and validating the output of an LLM (asking questions based on an open source data set and then verifying and providing feedback on the……
Skills: Data analysis skills, English, AI, Communication skills, Python",,0,-1,-1,-1.0,,,,,,," Data analysis skills, English, AI, Communication skills, Python",,1.0,data scientist
Datamites,Pune,data science trainer,"Bachelor's degree or higher in a relevant field such as Computer Science, Mathematics, Statistics, or Engineering. Strong analytical and problem-solving skills.…
Skills: R, Data analysis skills, Databases, Analysis skills, Machine learning",,0,-1,-1,-1.0,,,,,,," R, Data analysis skills, Databases, Analysis skills, Machine learning",,1.0,data scientist
Boston Consulting Group,Delhi,global data scientist senior manager,"Our data analytics and artifical intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: TensorFlow, Statistics, Power BI, Azure, Kubernetes",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," TensorFlow, Statistics, Power BI, Azure, Kubernetes",61.0,2.0,manager data scientist
DeepTek Medical Imaging,Pune,jd for data science intern,"Knowledge of Python, Basic knowledge of deep learning. Completed or pursuing a Bachelor’s in relevant fields such as Computer Science, Data Science, or a……
Skills: Deep learning, Natural language processing, Data science, Communication skills, Python",4.0,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Deep learning, Natural language processing, Data science, Communication skills, Python",,0.0,data scientist
Infowiz Software Solution,Chandigarh,data science,"Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.…
Skills: Machine learning, Data science",4.5,0,-1,-1,-1.0,51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Machine learning, Data science",,1.0,data scientist
Tata Technologies,Bengaluru,junior data engineer,"Bachelor's degree in Computer Science, Software Engineering, or a related field• Up to 2 years of experience in software developm ent with exposure to AI or……
Skills: Ontology, Azure, AWS, Analysis skills, Machine learning",3.8,0,-1,-1,-1.0,10000+ Employees,1989,Company - Private,Research and development,Management and consulting,$100 to $500 million (USD)," Ontology, Azure, AWS, Analysis skills, Machine learning",35.0,0.0,data engineer
Gururo,Remote,data scientist,"Analyze data and interpret data problems. Lead data collection and data mining processes. Expertise in statistical data analysis and predictive data modeling.…
Skills: MATLAB, Data modeling, Data mining, R, Databases",5.0,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," MATLAB, Data modeling, Data mining, R, Databases",,1.0,data scientist
myOnsite Healthcare LLC,Vadodara,android developer,"*Problem-Solving Skills: *Ability to diagnose and resolve complex technical issues, optimize application performance, and innovate solutions that enhance user……
Skills: Git, Java, Project management, Quality assurance, Machine learning",3.3,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Git, Java, Project management, Quality assurance, Machine learning",,1.0,software developer
Smart Capital Center,Remote,ai prompt engineer  junior,"*Collaboration:* Although working independently, you will communicate and collaborate with AI researchers, data scientists, and other stakeholders to align……
Skills: Research, Analysis skills, Machine learning, Natural language processing, Data science",3.8,0,-1,-1,-1.0,1 to 50 Employees,2020,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable," Research, Analysis skills, Machine learning, Natural language processing, Data science",4.0,0.0,ai engineer
FELIX HOSPITAL,Noida,data analyst,"Proficiency in using query languages such as SQL and experience of working with relationaland non-relational databases like mySQL, PostGres, Presto, Mongo ……
Skills: Statistics, Data mining, Relational databases, Tableau, SQL",,0,-1,-1,-1.0,,,,,,," Statistics, Data mining, Relational databases, Tableau, SQL",,1.0,analyst
JPMorgan Chase & Co,India,data science  machine learning  associate,"Identify key data sources that can make business impacts. Proficient in Visualization and story telling which can make an impact to the business .…
Skills: Statistics, Performance tuning, Data modeling, Alteryx, Data analysis skills",4.0,0,1000000,1000000,1000000.0,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Statistics, Performance tuning, Data modeling, Alteryx, Data analysis skills",225.0,1.0,data scientist
Wahy Lab Solutions,Cochin,data science intern,"we are hiring Data Science Interns , qualification : any , freshers can Apply Job Types: Full-time, Permanent, Fresher Schedule: * Monday to Friday Work……
Skills: Data science",3.5,0,400000,1000000,700000.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable, Data science,,0.0,data scientist
S&P Global,Hyderābād,senior mlops engineer,"In this role, you will play a pivotal role in implementing our machine learning operations, ensuring the seamless deployment, monitoring, and management of our……
Skills: CI/CD, Elasticsearch, Big data, NoSQL, Git",4.1,0,900000,1000000,950000.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," CI/CD, Elasticsearch, Big data, NoSQL, Git",164.0,2.0,machine learning engineer
Infosys,Bengaluru,data science,"Anchor ML development track in a client project • Data collection, profiling, EDA & data preparation • AI Model development, experimentation, tuning &……
Skills: R, SQL, Project management, Machine learning, Natural language processing",3.7,0,60000,400000,230000.0,10000+ Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)," R, SQL, Project management, Machine learning, Natural language processing",43.0,1.0,data scientist
Innovecture,Pune,junior data scientist,"O Maintain and optimize data storage solutions, ensuring data integrity and accessibility. O Ensure data is collected, transformed, and loaded efficiently from……
Skills: Power BI, Azure, Big data, Spark, R",4.6,0,900000,1000000,950000.0,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)," Power BI, Azure, Big data, Spark, R",17.0,0.0,data scientist
EVOLVE ROBOTICS,India,data science trainee,"Responsibilities: Direct responsibility for all the training activities conducted under each area (regular training program, campus program, student projects).…
Skills: R, SQL, AWS, Machine learning, Natural language processing",,0,600000,900000,750000.0,,,,,,," R, SQL, AWS, Machine learning, Natural language processing",,0.0,data scientist
Foundry- Internships,Bengaluru,data science intern,"Based on their interests and our business needs, interns will be placed in roles that best suit them. Thorough grasp of computer science principles.…
Skills: Computer science, C#, .NET, Analysis skills, Math",,0,400000,700000,550000.0,,,,,,," Computer science, C#, .NET, Analysis skills, Math",,0.0,data scientist
Diverse Infotech,Gurgaon,data science analytics,"Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+……
Skills: Data science",4.0,0,700000,800000,750000.0,1 to 50 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable, Data science,16.0,1.0,data scientist
Boston Consulting Group,Delhi,global it data solution architect senior manager,"Collaborate with Enterprise Architects and other Solution Architects and engineers to architect and design technical solutions that are aligned with enterprise……
Skills: Azure, Application development, AWS, Data management, APIs",4.2,0,900000,1000000,950000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Application development, AWS, Data management, APIs",61.0,2.0,manager
BOEING,Bengaluru,lead data scientist,"Bachelor’s degree or higher in computer science or other closely related fields. Exhibits confidence and an extensive knowledge of emerging industry practices……
Skills: MATLAB, Big data, Mobile applications, Business analysis, System design",3.8,0,100000,800000,450000.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," MATLAB, Big data, Mobile applications, Business analysis, System design",108.0,2.0,data scientist
SatSure Analytics India,Bengaluru,data science intern,"To perform exploratory data analysis to understand datasets, identify patterns, and prepare data for model training.…
Skills: TensorFlow, Image processing, Computer vision, Analysis skills, Machine learning",4.1,0,1000000,1000000,1000000.0,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable," TensorFlow, Image processing, Computer vision, Analysis skills, Machine learning",7.0,0.0,data scientist
Excellent Opportunity,Remote,python data scientistanalyst,"You'll be interacting and validating the output of an LLM (asking questions based on an open source data set and then verifying and providing feedback on the……
Skills: Data analysis skills, English, AI, Communication skills, Python",,0,600000,900000,750000.0,,,,,,," Data analysis skills, English, AI, Communication skills, Python",,1.0,data scientist
Datamites,Pune,data science trainer,"Bachelor's degree or higher in a relevant field such as Computer Science, Mathematics, Statistics, or Engineering. Strong analytical and problem-solving skills.…
Skills: R, Data analysis skills, Databases, Analysis skills, Machine learning",,0,600000,700000,650000.0,,,,,,," R, Data analysis skills, Databases, Analysis skills, Machine learning",,1.0,data scientist
Boston Consulting Group,Delhi,global data scientist senior manager,"Our data analytics and artifical intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: TensorFlow, Statistics, Power BI, Azure, Kubernetes",4.2,0,700000,900000,800000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," TensorFlow, Statistics, Power BI, Azure, Kubernetes",61.0,2.0,manager data scientist
DeepTek Medical Imaging,Pune,jd for data science intern,"Knowledge of Python, Basic knowledge of deep learning. Completed or pursuing a Bachelor’s in relevant fields such as Computer Science, Data Science, or a……
Skills: Deep learning, Natural language processing, Data science, Communication skills, Python",4.0,0,600000,1000000,800000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Deep learning, Natural language processing, Data science, Communication skills, Python",,0.0,data scientist
